"COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE","FULL_SOURCE_CITATION"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M04","-0.6454802647842448","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M05","0.5321795864204357","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M06","-0.438614582903656","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M07","0.8548543018920039","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M08","0.3573922688247135","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M09","-0.3492973120480284","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M10","0.6010899033326944","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M11","0.05580281191730295","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2009-M12","-0.6026063062817967","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M01","0.7458499267835393","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M02","0.4265377091936536","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M03","0.07709995942107399","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M04","0.9150256126076203","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M05","0.5745740919318547","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M06","-0.9534843460775305","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M07","1.279965580757492","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M08","0.4619734763504095","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M09","0.05682043421382983","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M10","0.4490227152667723","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M11","0.3313173810149882","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2010-M12","0.1506971380647867","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M01","1.631622332421788","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M02","-0.07209619692561217","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M03","0.1339895385091087","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M04","0.3473919868248372","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M05","0.6026259103497795","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M06","-0.2357829267670974","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M07","1.476806724836159","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M08","0.7201037352233958","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M09","-0.1862383601024936","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M10","0.4094870767381286","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M11","0.5574747764488732","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2011-M12","0.04092769440654843","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M01","0.9285546037216568","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M02","-0.2726870731587481","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M03","0.7587141273555857","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M04","0.5366354546121311","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M05","0.2103471335643504","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M06","0.006066635929044626","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M07","0.2317314341870594","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M08","0.6221705764156196","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M09","0.5726109132903474","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M10","-0.2033395531314291","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M11","0.1270465277944243","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2012-M12","0.7313861623174527","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M01","0.1948877612862592","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M02","1.004566210045662","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M03","-0.5389727812874287","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M04","-1.481647639398841","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M05","0.3571086185408877","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M06","0.2041888567812194","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M07","0.2788469559207312","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M08","0.8056945253175839","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M09","0.1473552676561082","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M10","0.1577324198978271","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M11","0.706327566754419","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2013-M12","-0.3174269742907491","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2014-M01","0.1100483510308252","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2014-M02","-0.02338880377963069","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
"Singapore","Consumer price index (CPI)","All Items","Period average, Period-over-period percent change","Monthly","2014-M03","0.2666947397971716","Units","Country authorities. 2024. National Summary Data Pages (NSDPs).https://dsbb.imf.org/; Organisation for Economic Co-operation and Development. 2024.Consumer price indices (CPIs). https://stats.oecd.org/Index.aspx?DataSetCode=PRICES_CPI; Eurostat. 2024. Harmonised Index of Consumer Prices (HICP).https://ec.europa.eu/eurostat/web/hicp; IMF staff calculations"
