"COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M01","4.812421144784613","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M02","4.602025303409003","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M03","5.254625459972723","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M04","5.453123397271515","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M05","5.041931125895338","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M06","5.296574983711691","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M07","4.004632835219619","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M08","3.90350603087307","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M09","4.69344820677219","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M10","4.054475387550977","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M11","3.609078506759271","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2012-M12","4.324163495034898","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M01","3.565813393602909","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M02","4.892228106909718","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M03","3.541305038750214","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M04","1.462702899872333","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M05","1.611298502754253","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M06","1.812600851704015","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M07","1.860459486285617","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M08","2.046241940140506","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M09","1.614755274867231","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M10","1.982405254452621","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M11","2.572420397414412","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2013-M12","1.504438449929294","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M01","1.418490185613473","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M02","0.3863225382212724","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M03","1.199485260262328","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M04","2.302032403412904","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M05","2.280705944164497","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M06","1.90187923781832","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M07","1.31549238868225","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M08","1.043275295005246","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M09","0.708618781929044","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M10","0.2491538172245205","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M11","-0.2672455040903733","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2014-M12","-0.06321926548579323","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M01","-0.3882541427418695","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M02","-0.273713022423413","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M03","-0.298650240903417","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M04","-0.5142381895067296","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M05","-0.3957691230036425","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M06","-0.3367908972904705","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M07","-0.3952708250252176","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M08","-0.8306694355647852","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M09","-0.6463602786479031","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M10","-0.7772567409144197","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M11","-0.7641001638193307","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2015-M12","-0.643135784824807","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M01","-0.6468730555653389","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M02","-0.8386408154169159","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M03","-1.036705942922668","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M04","-0.4662663369833981","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M05","-1.563580529085645","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M06","-0.725139337048988","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M07","-0.6488383320968901","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M08","-0.2541116679607539","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M09","-0.2458736750467631","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M10","-0.1016104067960821","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M11","0.01768721921539496","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2016-M12","0.1650670879807579","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M01","0.5600983126152101","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M02","0.6600269688438882","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M03","0.6609361883254313","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M04","0.4057538978399224","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M05","1.406236976530965","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M06","0.515323791175671","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M07","0.5629963257081901","Units"
"Singapore","Consumer price index (CPI)","All Items","Period average, Year-over-year (YOY) percent change","Monthly","2017-M08","0.4045479206472767","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M01","65.32","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M02","65.801","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M03","65.608","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M04","66.013","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M05","65.91","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M06","65.308","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M07","65.992","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M08","66.304","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M09","66.397","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M10","66.668","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M11","66.587","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2005-M12","66.609","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M01","66.455","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M02","66.587","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M03","66.366","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M04","66.728","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M05","66.629","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M06","66.209","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M07","66.71","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M08","66.747","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M09","66.689","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M10","66.95","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M11","66.95","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2006-M12","67.15","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M01","66.072","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M02","66.566","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M03","66.523","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M04","67.035","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M05","67.472","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M06","67.34","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M07","68.695","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M08","69.051","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M09","68.696","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M10","69.671","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M11","70.204","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2007-M12","69.727","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M01","70.46","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M02","70.937","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M03","71","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M04","72.117","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M05","72.561","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M06","72.428","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M07","73.218","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M08","73.497","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M09","73.34","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M10","74.15","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M11","74.1","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2008-M12","73.459","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M01","73.463","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M02","73.229","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M03","72.814","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M04","72.344","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M05","72.729","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M06","72.41","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M07","73.029","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M08","73.29","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M09","73.034","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M10","73.473","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M11","73.514","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2009-M12","73.071","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M01","73.616","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M02","73.93","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M03","73.987","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M04","74.664","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M05","75.093","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M06","74.377","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M07","75.329","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M08","75.677","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M09","75.72","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M10","76.06","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M11","76.312","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2010-M12","76.427","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M01","77.674","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M02","77.618","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M03","77.722","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M04","77.992","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M05","78.462","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M06","78.277","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M07","79.433","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M08","80.005","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M09","79.856","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M10","80.183","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M11","80.63","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2011-M12","80.663","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M01","81.412","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M02","81.19","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M03","81.806","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M04","82.245","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M05","82.418","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M06","82.423","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M07","82.614","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M08","83.128","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M09","83.604","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M10","83.434","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M11","83.54","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2012-M12","84.151","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M01","84.315","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M02","85.162","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M03","84.703","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M04","83.448","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M05","83.746","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M06","83.917","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M07","84.151","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M08","84.829","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M09","84.954","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M10","85.088","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M11","85.689","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2013-M12","85.417","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M01","85.511","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M02","85.491","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M03","85.719","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M04","85.369","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M05","85.656","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M06","85.513","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M07","85.258","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M08","85.714","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M09","85.556","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M10","85.3","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M11","85.46","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2014-M12","85.363","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M01","85.179","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M02","85.257","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M03","85.463","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M04","84.93","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M05","85.317","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M06","85.225","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M07","84.921","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M08","85.002","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M09","85.003","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M10","84.637","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M11","84.807","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2015-M12","84.814","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M01","84.628","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M02","84.542","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M03","84.577","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M04","84.534","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M05","83.983","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M06","84.607","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M07","84.37","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M08","84.786","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M09","84.794","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M10","84.551","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M11","84.822","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2016-M12","84.954","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M01","85.102","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M02","85.1","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M03","85.136","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M04","84.877","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M05","85.164","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M06","85.043","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M07","84.845","Units"
"Singapore","Consumer price index (CPI)","All Items","Index","Monthly","2017-M08","85.129","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M01","1.992031872510019","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M02","1.288404360753251","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M03","1.789264413518953","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M04","1.986097318768572","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M05","1.892430278884472","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M06","1.194029850746237","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M07","1.287128712871318","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M08","0.68897637795269","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M09","0.4921259842519097","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M10","0.1966568338249684","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M11","-0.1962708537782069","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2001-M12","-0.5876591576885313","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M01","-1.074218750000025","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M02","-0.5870841487279747","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M03","-0.878906250000032","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M04","-1.071080817916182","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M05","-0.3910068426197435","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M06","0.1966568338249684","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M07","-0.3910068426197435","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M08","-0.4887585532746243","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M09","-0.3917727717923581","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M10","-0.1962708537782069","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M11","0.1966568338249684","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2002-M12","0.3940886699507248","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M01","0.8884501480750572","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M02","0.3937007874015722","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M03","0.7881773399014613","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M04","0.8858267716534702","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M05","0","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M06","-0.294406280667258","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M07","0.2944062806673745","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M08","0.4911591355598628","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M09","0.6882989183874535","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M10","0.5899705014749168","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M11","0.5888125613346324","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2003-M12","0.7850834151128394","Units"
