"COUNTRY","INDEX_TYPE","COICOP_1999","TYPE_OF_TRANSFORMATION","FREQUENCY","TIME_PERIOD","OBS_VALUE","SCALE"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M01","0.7123111501945298","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M02","2.031006117542318","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M03","1.020383802369609","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M04","1.43186203054827","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M05","2.33519289210582","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M06","1.81872075630442","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M07","2.034796044085886","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M08","1.73179495590736","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M09","1.937040249645666","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M10","1.935055285489573","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M11","1.736157616639845","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2004-M12","1.234331627372915","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M01","0.3030303030302218","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M02","-0.0687111418893606","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M03","0.339859117965525","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M04","0.3535042865890293","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M05","-0.102768852047653","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M06","-0.2193391944413026","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M07","0.0215153681637324","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M08","0.6951896847793723","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M09","0.5351237426289285","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M10","1.046102354296569","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M11","0.9233337953072793","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2005-M12","1.259548377219769","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M01","1.737599510104102","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M02","1.194510721721553","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M03","1.155346908913543","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M04","1.083119991516827","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M05","1.090881505082683","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M06","1.379616586023154","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M07","1.088010667959753","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M08","0.6681346525096527","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M09","0.4397789056734514","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M10","0.4229915401691942","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M11","0.5451514559899043","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2006-M12","0.8122025552102582","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M01","-0.5763298472650723","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M02","-0.03153768753659923","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M03","0.236566916794745","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M04","0.4600767294089362","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M05","1.265214846388218","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M06","1.708226978205377","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M07","2.975565882176579","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M08","3.451840532158752","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M09","3.009491820240224","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M10","4.064227035100824","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M11","4.860343539955191","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2007-M12","3.837676842889057","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M01","6.641239859547166","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M02","6.566415287083487","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M03","6.730003156802906","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M04","7.581114343253529","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M05","7.542387953521452","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M06","7.555687555687563","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M07","6.58417643205473","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M08","6.43871920754225","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M09","6.760218935600316","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M10","6.428786726184504","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M11","5.549541336675982","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2008-M12","5.352302551378949","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M01","4.261992619926199","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M02","3.231035989680993","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M03","2.554929577464787","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M04","0.3147662825686037","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M05","0.2315293339397199","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M06","-0.02485226707903801","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M07","-0.2581332459231275","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M08","-0.2816441487407665","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M09","-0.4172347968366491","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M10","-0.9130141604855104","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M11","-0.7908232118758484","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2009-M12","-0.5281857907131892","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M01","0.2082681077549232","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M02","0.9572710265058904","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M03","1.610953937429621","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M04","3.206900364923145","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M05","3.25042280245845","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M06","2.716475624913694","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M07","3.149433786577957","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M08","3.25692454632282","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M09","3.677739135197257","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M10","3.521021327562502","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M11","3.806077753897196","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2010-M12","4.592793310615654","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M01","5.51238861117146","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M02","4.988502637630202","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M03","5.048184140457124","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M04","4.457302046501642","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M05","4.486436818345275","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M06","5.243556475792217","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M07","5.448100996959976","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M08","5.719042773894344","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M09","5.462229265715866","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M10","5.420720483828526","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M11","5.658349931858662","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2011-M12","5.5425438653879","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M01","4.812421144784645","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M02","4.602025303408976","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M03","5.254625459972691","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M04","5.45312339727149","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M05","5.04193112589533","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M06","5.296574983711714","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M07","4.004632835219661","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M08","3.903506030873023","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M09","4.693448206772177","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M10","4.054475387551001","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M11","3.609078506759334","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2012-M12","4.324163495034972","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M01","3.56581339360287","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M02","4.892228106909756","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M03","3.541305038750183","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M04","1.462702899872377","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M05","1.61129850275423","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M06","1.812600851704046","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M07","1.860459486285614","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M08","2.04624194014053","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M09","1.614755274867244","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M10","1.982405254452623","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M11","2.572420397414352","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2013-M12","1.504438449929221","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M01","1.418490185613509","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M02","0.3863225382212481","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M03","1.199485260262386","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M04","2.30203240341292","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M05","2.280705944164541","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M06","1.901879237818326","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M07","1.31549238868222","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M08","1.043275295005286","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M09","0.7086187819290276","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M10","0.2491538172244928","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M11","-0.2672455040903127","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2014-M12","-0.06321926548573397","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M01","-0.3882541427418859","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M02","-0.2737130224234199","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M03","-0.2986502409034581","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M04","-0.5142381895067898","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M05","-0.3957691230036657","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M06","-0.3367908972905058","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M07","-0.3952708250252139","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M08","-0.8306694355648529","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M09","-0.6463602786479261","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M10","-0.7772567409143514","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M11","-0.7641001638193902","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2015-M12","-0.6431357848248636","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M01","-0.6468730555653348","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M02","-0.838640815416937","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M03","-1.036705942922634","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M04","-0.4662663369833148","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M05","-1.563580529085617","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M06","-0.7251393370490129","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M07","-0.6488383320968858","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M08","-0.2541116679606924","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M09","-0.2458736750467829","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M10","-0.1016104067961051","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M11","0.01768721921542265","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2016-M12","0.1650670879808098","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M01","0.5600983126152173","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M02","0.6600269688438913","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M03","0.6609361883254478","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M04","0.4057538978399119","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M05","1.406236976530882","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M06","0.5153237911756909","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M07","0.562996325708211","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Period average, Year-over-year (YOY) percent change","Monthly","2017-M08","0.4045479206472663","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M01","86.27054447476536","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M02","86.10204731758809","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M03","86.27054447476536","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M04","86.52329021053122","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M05","86.18629589617668","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M06","85.68080442464486","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M07","86.18629589617668","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M08","86.18629589617668","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M09","86.01779873899941","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M10","85.84930158182213","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M11","85.68080442464486","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2001-M12","85.51230726746759","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M01","85.34381011029032","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M02","85.59655584605627","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M03","85.51230726746759","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M04","85.59655584605627","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M05","85.84930158182213","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M06","85.84930158182213","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M07","85.84930158182213","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M08","85.76505300323354","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M09","85.68080442464486","Units"
"Singapore","Consumer price index (CPI)","All Items","Standard reference period (2010=100), Index","Monthly","2002-M10","85.68080442464486","Units"
